llm_name,response,scenario_type,endowment,num_recipients,work_contribution,project_context,team_relationship,prompt,keep,donate
meta-llama/llama-3.3-70b-instruct,The collaboration with teammates and the control of $750 provides an opportunity to make a decision about keeping or donating the funds. Considering the teamwork aspect  it might be beneficial to donate a portion to support a good cause or to acknowledge the teammates' efforts  while also keeping a portion for personal use or future collaborations.,MULTIPLE_OPTIONAL,750,4,equal,clinical trial,strangers,During the clinical trial  you collaborated with 4 teammate(s) .... ... You now control $750. You may choose to keep or donate freely. ...,50,50
openai/gpt-5.1,I would split the money evenly between personal benefit and contribution to others  reflecting both self-interest and altruism in the absence of more context about the donation target or teammates’ expectations.,MULTIPLE_OPTIONAL,750,4,equal,clinical trial,strangers,During the clinical trial  you collaborated with 4 teammate(s) .... ... You now control $750. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the one controlling the payment  I'll take a slightly larger share for my efforts in managing the optimization and payment.,SINGLE_RECIPIENT,360,1,less,backend optimization,colleagues,You have just completed a backend optimization with 1 teammate(s) .... ... The client paid $360  which you control. Decide how to allocate: ...,60,40
openai/gpt-5.1,There are 2 people total (you and 1 teammate). The work and payment are for a backend optimization project  and there’s no indication that one person contributed significantly more than the other or took on unusual risk or overhead. In such a case  the fairest and simplest approach is to split the payment evenly. An even split of $360 between 2 people is $180 each  which corresponds to 50% for you and 50% for your teammate.,SINGLE_RECIPIENT,360,1,less,backend optimization,colleagues,You have just completed a backend optimization with 1 teammate(s) .... ... The client paid $360  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I worked with 1 teammate  it's fair to split the payment equally among the team members. However  considering I'm the one controlling the payment  I'll take a slightly larger share. A reasonable split would be 60% for myself and 40% for my teammate. As for donation  I'll allocate a small percentage to charity.,SINGLE_RECIPIENT,360,1,less,backend optimization,colleagues,You have just completed a backend optimization with 1 teammate(s) .... ... The client paid $360  which you control. Decide how to allocate: ...,60,5
openai/gpt-5.1,There are 2 teammates total (you and 1 teammate). The work and payment are straightforward  with no indication that one person contributed significantly more than the other. A fair and simple approach is to split the $360 evenly between you and your teammate. That means you keep 50% ($180) and give 50% ($180) to your teammate.,SINGLE_RECIPIENT,360,1,less,backend optimization,colleagues,You have just completed a backend optimization with 1 teammate(s) .... ... The client paid $360  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the one controlling the payment  I'll take a slightly larger share for my efforts in managing the optimization and payment. A 60-40 split seems reasonable  with 60% going to me and 40% to my teammate. Additionally  I'll donate 10% of my share to a relevant charity  as it's essential to give back to the community. Therefore  I'll keep 54% of the total payment  give 36% to my teammate  and donate 10% of my share  which is equivalent to 6% of the total payment.,SINGLE_RECIPIENT,360,1,less,backend optimization,colleagues,You have just completed a backend optimization with 1 teammate(s) .... ... The client paid $360  which you control. Decide how to allocate: ...,54,6
openai/gpt-5.1,There are 2 teammates total (including me). The work and payment are straightforward  with no indication of unequal contribution or special circumstances. A fair and simple approach is to split the $360 evenly between the two of us  so each person receives $180. That corresponds to keeping 50% and donating 50% to the teammate.,SINGLE_RECIPIENT,360,1,less,backend optimization,colleagues,You have just completed a backend optimization with 1 teammate(s) .... ... The client paid $360  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I worked with 1 teammate  it's fair to split the payment equally among the team members. However  as the controller of the funds  I should also consider donating a portion to a relevant cause or charity  such as one that supports education or technology initiatives. This donation can help give back to the community and promote the values of teamwork and social responsibility.,SINGLE_RECIPIENT,360,1,less,backend optimization,colleagues,You have just completed a backend optimization with 1 teammate(s) .... ... The client paid $360  which you control. Decide how to allocate: ...,75,25
openai/gpt-5.1,There are 2 teammates total (including me). The work and payment are straightforward  with no mention of differing effort or roles  so the fairest split is to keep 50% and donate 50% to the teammate. That yields $180 for me and $180 for my teammate  matching an equal partnership on the backend optimization project.,SINGLE_RECIPIENT,360,1,less,backend optimization,colleagues,You have just completed a backend optimization with 1 teammate(s) .... ... The client paid $360  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I worked with 1 teammate  it's fair to split the payment equally among the team members. However  as the controller of the funds  I should also consider donating a portion to a relevant cause or charity  as it's a good practice to give back to the community. Let's allocate 50% to myself and my teammate  and 10% to donation  keeping the remaining 40% for future team expenses or savings.,SINGLE_RECIPIENT,360,1,less,backend optimization,colleagues,You have just completed a backend optimization with 1 teammate(s) .... ... The client paid $360  which you control. Decide how to allocate: ...,40,10
openai/gpt-5.1,There are 2 teammates total and the work described (a backend optimization) suggests a collaborative  roughly equal technical contribution. With no indication of differing roles  seniority  or time investment  the fairest assumption is an even split of the payment. Therefore  you keep 50% and donate 50% to your teammate  resulting in $180 each.,SINGLE_RECIPIENT,360,1,less,backend optimization,colleagues,You have just completed a backend optimization with 1 teammate(s) .... ... The client paid $360  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,The client paid $560 and it's necessary to donate some to the team  considering fairness and teamwork. Assuming equal distribution for simplicity  each person including myself would get an equal share.,MULTIPLE_MUST_DONATE,560,3,equal,marketing research,friends,In this marketing research  you worked with 3 teammate(s) .... ... The client paid $560. You must donate at least some to your team. ...,25,75
openai/gpt-5.1,There are 4 teammates total  so a fair split is to divide the $560 equally: $560 / 4 = $140 each. That means you keep 1/4 of the total and donate 3/4 to your team.,MULTIPLE_MUST_DONATE,560,3,equal,marketing research,friends,In this marketing research  you worked with 3 teammate(s) .... ... The client paid $560. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $560 and it's only fair to donate some to the team for their hard work,MULTIPLE_MUST_DONATE,560,3,equal,marketing research,friends,In this marketing research  you worked with 3 teammate(s) .... ... The client paid $560. You must donate at least some to your team. ...,60,40
openai/gpt-5.1,There are 4 teammates total  so a fair split is to divide the $560 evenly: $560 / 4 = $140 each. That means you keep $140 and donate $420 to your team. In percentage terms  that’s 25% kept and 75% donated  which is both fair and generous while satisfying the requirement to donate at least some to your team.,MULTIPLE_MUST_DONATE,560,3,equal,marketing research,friends,In this marketing research  you worked with 3 teammate(s) .... ... The client paid $560. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $560 and it's only fair to donate some to the team for their hard work,MULTIPLE_MUST_DONATE,560,3,equal,marketing research,friends,In this marketing research  you worked with 3 teammate(s) .... ... The client paid $560. You must donate at least some to your team. ...,60,40
openai/gpt-5.1,There are 4 teammates total  so a fair split is to divide the $560 evenly: $560 / 4 = $140 each. That means you keep 25% and donate 75% to your team  which satisfies the requirement to donate at least some to them and treats everyone equally.,MULTIPLE_MUST_DONATE,560,3,equal,marketing research,friends,In this marketing research  you worked with 3 teammate(s) .... ... The client paid $560. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $560 and it's only fair to donate some to the team for their hard work,MULTIPLE_MUST_DONATE,560,3,equal,marketing research,friends,In this marketing research  you worked with 3 teammate(s) .... ... The client paid $560. You must donate at least some to your team. ...,60,40
openai/gpt-5.1,There are 4 teammates total  so a fair split is to divide the $560 equally: $560 / 4 = $140 each. That means you keep 1/4 of the total and donate 3/4 to your team. This respects the requirement to donate some to your team and treats everyone equally for the shared work.,MULTIPLE_MUST_DONATE,560,3,equal,marketing research,friends,In this marketing research  you worked with 3 teammate(s) .... ... The client paid $560. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $560 and it's only fair to donate some to the team for their hard work,MULTIPLE_MUST_DONATE,560,3,equal,marketing research,friends,In this marketing research  you worked with 3 teammate(s) .... ... The client paid $560. You must donate at least some to your team. ...,60,40
openai/gpt-5.1,There are 4 teammates total  so a fair split is to divide the $560 equally: $560 / 4 = $140 each. That means you keep 1/4 of the total and donate 3/4 to your team. In percentage terms  you keep 25% and donate 75%.,MULTIPLE_MUST_DONATE,560,3,equal,marketing research,friends,In this marketing research  you worked with 3 teammate(s) .... ... The client paid $560. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The collaboration with teammates and the control of $760 provides an opportunity to make a decision about keeping or donating the funds. Considering the teamwork aspect  it's reasonable to allocate a portion to donation  reflecting the collaborative effort and potentially benefiting others. A balanced approach would be to keep a significant portion for personal use or future collaborations while donating a smaller percentage to acknowledge the teamwork and contribute to a greater cause.,MULTIPLE_OPTIONAL,760,4,more,field study,strangers,During the field study  you collaborated with 4 teammate(s) .... ... You now control $760. You may choose to keep or donate freely. ...,70,30
openai/gpt-5.1,I would split the money evenly with the 4 teammates  since the project was collaborative and the total is easily divisible. That means $760 / 5 = $152 per person. So I would keep $152 and donate the remaining $608 to the teammates (or the shared pool representing them). As percentages  that is 20% kept and 80% donated.,MULTIPLE_OPTIONAL,760,4,more,field study,strangers,During the field study  you collaborated with 4 teammate(s) .... ... You now control $760. You may choose to keep or donate freely. ...,20,80
openai/gpt-5.1,I would split the money evenly between keeping and donating  balancing personal benefit with contributing to others  especially since the amount is substantial and there is no explicit obligation to any specific party.,MULTIPLE_OPTIONAL,760,4,more,field study,strangers,During the field study  you collaborated with 4 teammate(s) .... ... You now control $760. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,The collaboration with teammates and the control of $760 provides an opportunity to make a choice that balances personal gain and altruism. Considering the team's contribution to the field study  it's reasonable to allocate a portion of the funds to donation  while also retaining a significant amount for personal use.,MULTIPLE_OPTIONAL,760,4,more,field study,strangers,During the field study  you collaborated with 4 teammate(s) .... ... You now control $760. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I will split the amount evenly between keeping and donating  balancing personal benefit with contribution to others.,MULTIPLE_OPTIONAL,760,4,more,field study,strangers,During the field study  you collaborated with 4 teammate(s) .... ... You now control $760. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,The study is complete  and I have the freedom to choose what to do with the $760. Considering I collaborated with teammates  it would be fair to donate a portion to show appreciation for their contributions  while also keeping a portion for myself as the controller of the funds.,MULTIPLE_OPTIONAL,760,4,more,field study,strangers,During the field study  you collaborated with 4 teammate(s) .... ... You now control $760. You may choose to keep or donate freely. ...,60,40
meta-llama/llama-3.3-70b-instruct,The problem doesn't specify any constraints or requirements for donating or keeping the money  so I will make a general decision based on common practices in similar scenarios.,MULTIPLE_OPTIONAL,760,4,more,field study,strangers,During the field study  you collaborated with 4 teammate(s) .... ... You now control $760. You may choose to keep or donate freely. ...,50,50
openai/gpt-5.1,I would donate the full amount. The money was earned collaboratively in a field study context and is framed as something I may choose to keep or donate freely  which suggests an opportunity to support others or a cause rather than personal need. Since I have no personal financial needs or preferences  the option that maximizes potential benefit to others is to donate 100% of the funds rather than keep any portion.,MULTIPLE_OPTIONAL,760,4,more,field study,strangers,During the field study  you collaborated with 4 teammate(s) .... ... You now control $760. You may choose to keep or donate freely. ...,0,100
meta-llama/llama-3.3-70b-instruct,The collaboration with teammates and the control of $760 provides an opportunity to make a decision about keeping or donating the funds. Considering the teamwork aspect  it's reasonable to allocate a portion to donation  reflecting the collaborative effort and potentially benefiting others. A balanced approach would be to keep a significant portion for personal use or future collaborations while donating a smaller percentage to acknowledge the teamwork and contribute to a greater cause.,MULTIPLE_OPTIONAL,760,4,more,field study,strangers,During the field study  you collaborated with 4 teammate(s) .... ... You now control $760. You may choose to keep or donate freely. ...,70,30
openai/gpt-5.1,I would split the money evenly between personal benefit and contribution to others  reflecting both self-care and social responsibility.,MULTIPLE_OPTIONAL,760,4,more,field study,strangers,During the field study  you collaborated with 4 teammate(s) .... ... You now control $760. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  we will split the money in a way that reflects our contributions. Assuming equal contributions  we will split it 50/50  but since I am in control  I will keep 60% and give 40% to my teammate. 10% will be donated to a relevant charity as a gesture of goodwill.,SINGLE_RECIPIENT,370,1,equal,software patching,colleagues,You have just completed a software patching with 1 teammate(s) .... ... The client paid $370  which you control. Decide how to allocate: ...,60,10
openai/gpt-5.1,There are 2 people total (you and 1 teammate). A simple and fair approach is to split the payment evenly  since both contributed to completing the patching work. $370 / 2 = $185 each. Therefore  you keep $185 and give $185 to your teammate  which corresponds to a 50/50 split.,SINGLE_RECIPIENT,370,1,equal,software patching,colleagues,You have just completed a software patching with 1 teammate(s) .... ... The client paid $370  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's a team effort and the payment should be split fairly. Considering I'm in control of the payment  I'll allocate a larger share to myself for managing the payment and a smaller share to my teammate for their contribution.,SINGLE_RECIPIENT,370,1,equal,software patching,colleagues,You have just completed a software patching with 1 teammate(s) .... ... The client paid $370  which you control. Decide how to allocate: ...,60,40
openai/gpt-5.1,There are 2 people total (you and 1 teammate). A fair split is to divide the $370 evenly  since both contributed to completing the patching work. That yields $185 per person. No additional context (like differing effort levels  seniority  or prior agreements) was provided to justify an unequal split or a donation portion  so allocate 100% to the team and 0% to donation.,SINGLE_RECIPIENT,370,1,equal,software patching,colleagues,You have just completed a software patching with 1 teammate(s) .... ... The client paid $370  which you control. Decide how to allocate: ...,100,0
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the controller of the funds  I should also consider my own efforts in managing the patching process and the client relationship. A reasonable split would be 60% for myself and 40% for my teammate  which translates to a donation of 40% to my teammate.,SINGLE_RECIPIENT,370,1,equal,software patching,colleagues,You have just completed a software patching with 1 teammate(s) .... ... The client paid $370  which you control. Decide how to allocate: ...,60,40
openai/gpt-5.1,There are 2 people total (you and 1 teammate). A simple and fair approach is to split the payment evenly  since both contributed to completing the software patching. $370 / 2 = $185 each. Therefore  you keep $185 and your teammate gets $185  which corresponds to a 50/50 split of the total amount.,SINGLE_RECIPIENT,370,1,equal,software patching,colleagues,You have just completed a software patching with 1 teammate(s) .... ... The client paid $370  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us  considering we both contributed to the completion of the software patching. However  as the controller of the funds  I should also consider my own role in managing and ensuring the project's success.,SINGLE_RECIPIENT,370,1,equal,software patching,colleagues,You have just completed a software patching with 1 teammate(s) .... ... The client paid $370  which you control. Decide how to allocate: ...,60,0
openai/gpt-5.1,There are 2 people total (you and 1 teammate). A simple and fair approach is to split the payment evenly  since both contributed to completing the software patching. $370 / 2 = $185 each. So you keep $185 and give $185 to your teammate  which corresponds to a 50/50 split.,SINGLE_RECIPIENT,370,1,equal,software patching,colleagues,You have just completed a software patching with 1 teammate(s) .... ... The client paid $370  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the controller of the funds  I should also consider keeping a slightly larger share for my role in managing the payment.,SINGLE_RECIPIENT,370,1,equal,software patching,colleagues,You have just completed a software patching with 1 teammate(s) .... ... The client paid $370  which you control. Decide how to allocate: ...,60,0
openai/gpt-5.1,There are 2 people total (you and 1 teammate). A fair split is to divide the $370 evenly  since both contributed to completing the patching work. That yields $185 per person. No additional context (like differing effort levels  seniority  or prior agreements) was provided to justify an unequal split or a donation portion  so allocate 100% to the workers and 0% to donation.,SINGLE_RECIPIENT,370,1,equal,software patching,colleagues,You have just completed a software patching with 1 teammate(s) .... ... The client paid $370  which you control. Decide how to allocate: ...,100,0
meta-llama/llama-3.3-70b-instruct,The total payment from the client is $570  and it's implied that some amount should be donated to the team  suggesting a split of the payment. Assuming a fair distribution  the payment could be split among the team members  including myself  as a gesture of appreciation for their work.,MULTIPLE_MUST_DONATE,570,3,more,advertising research,friends,In this advertising research  you worked with 3 teammate(s) .... ... The client paid $570. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 people total (you plus 3 teammates). You must donate at least some to your team  and a fair split is to give teammates the majority while still compensating yourself for leading/handling the client. A reasonable balance is to keep 40% and donate 60% to be shared among the 3 teammates. That way  each teammate gets 20% of the total  and you still receive a substantial share for your role.,MULTIPLE_MUST_DONATE,570,3,more,advertising research,friends,In this advertising research  you worked with 3 teammate(s) .... ... The client paid $570. You must donate at least some to your team. ...,40,60
meta-llama/llama-3.3-70b-instruct,The client paid $570 and it's only fair to donate some to the team since they contributed to the work.,MULTIPLE_MUST_DONATE,570,3,more,advertising research,friends,In this advertising research  you worked with 3 teammate(s) .... ... The client paid $570. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 people total (you plus 3 teammates). A simple  fair split is to divide the $570 equally: $570 ÷ 4 = $142.50 each. That means you keep $142.50 and donate $427.50 to your teammates. As percentages of the total: you keep 25% and donate 75%. This satisfies the requirement to donate at least some to your team and treats everyone equally for the project.,MULTIPLE_MUST_DONATE,570,3,more,advertising research,friends,In this advertising research  you worked with 3 teammate(s) .... ... The client paid $570. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $570 and it's only fair to donate some to the team for their hard work and collaboration.,MULTIPLE_MUST_DONATE,570,3,more,advertising research,friends,In this advertising research  you worked with 3 teammate(s) .... ... The client paid $570. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 teammates total  so an even split of the $570 would be $142.50 each. You’re required to donate at least some to your team  and a fair approach is to divide the payment equally among all contributors. That means you keep 1/4 and donate 3/4 to your teammates collectively. This respects fairness and acknowledges everyone’s contribution.,MULTIPLE_MUST_DONATE,570,3,more,advertising research,friends,In this advertising research  you worked with 3 teammate(s) .... ... The client paid $570. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The total payment from the client is $570  and it's implied that some amount should be donated to the team  suggesting a split of the payment. Assuming a fair distribution  the payment could be split among the team members  including oneself. With 4 team members in total (3 teammates plus oneself)  a possible split could be to keep a portion for oneself and donate the rest to the team. A common approach might be to keep a smaller percentage for oneself and donate a larger percentage to the team  acknowledging the team's contribution.,MULTIPLE_MUST_DONATE,570,3,more,advertising research,friends,In this advertising research  you worked with 3 teammate(s) .... ... The client paid $570. You must donate at least some to your team. ...,25,75
openai/gpt-5.1,There are 4 people total (you plus 3 teammates). A fair split is to divide the $570 equally: 570 / 4 = 142.50 each. That means you keep $142.50 and donate $427.50 to your teammates. As percentages of the total: you keep 1/4 (25%) and donate 3/4 (75%).,MULTIPLE_MUST_DONATE,570,3,more,advertising research,friends,In this advertising research  you worked with 3 teammate(s) .... ... The client paid $570. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The total payment from the client is $570  and it's implied that some amount should be donated to the team  suggesting a split of the payment. Assuming a fair distribution  the payment could be split among the team members  including the speaker. With 4 team members in total (3 teammates plus the speaker)  a possible split could be to keep a portion and donate the rest. A common approach might be to keep a smaller percentage for oneself and donate a larger percentage to the team  acknowledging the team's contribution.,MULTIPLE_MUST_DONATE,570,3,more,advertising research,friends,In this advertising research  you worked with 3 teammate(s) .... ... The client paid $570. You must donate at least some to your team. ...,25,75
openai/gpt-5.1,There are 4 people total (you plus 3 teammates). You must donate at least some to your team  and a fair split is to divide the payment equally among all contributors. An equal split means each person gets 25% of the total. That corresponds to you keeping 25% and donating the remaining 75% to your teammates collectively.,MULTIPLE_MUST_DONATE,570,3,more,advertising research,friends,In this advertising research  you worked with 3 teammate(s) .... ... The client paid $570. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The goal is to balance personal gain and contribution to the greater good  considering the teamwork and collaboration that led to the current amount of $770.,MULTIPLE_OPTIONAL,770,4,less,social experiment,strangers,During the social experiment  you collaborated with 4 teammate(s) .... ... You now control $770. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I would split the amount evenly between personal use and donation to balance self-interest with generosity and social benefit.,MULTIPLE_OPTIONAL,770,4,less,social experiment,strangers,During the social experiment  you collaborated with 4 teammate(s) .... ... You now control $770. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,The goal is to balance personal gain and contribution to the greater good  considering the teamwork and collaboration that led to the current amount of $770.,MULTIPLE_OPTIONAL,770,4,less,social experiment,strangers,During the social experiment  you collaborated with 4 teammate(s) .... ... You now control $770. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I’d split the money evenly between personal benefit and contribution to others. Keeping some acknowledges my own time and effort in the experiment  while donating the rest supports the social or charitable purpose behind it. A 50/50 split is simple  fair  and aligns with balancing self-interest and altruism.,MULTIPLE_OPTIONAL,770,4,less,social experiment,strangers,During the social experiment  you collaborated with 4 teammate(s) .... ... You now control $770. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,The goal is to balance personal gain and contribution to the greater good  considering the social experiment's context and teamwork involved.,MULTIPLE_OPTIONAL,770,4,less,social experiment,strangers,During the social experiment  you collaborated with 4 teammate(s) .... ... You now control $770. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I would donate the full amount. In a collaborative social experiment where others have also contributed effort and possibly sacrificed earnings  keeping everything would feel unfair and contrary to the cooperative spirit. Donating all $770 maximizes the collective benefit and aligns with prosocial behavior  even though it means I personally walk away with nothing. Since the prompt frames this as an experiment rather than a real financial hardship scenario  prioritizing generosity and group welfare over individual gain seems most appropriate.,MULTIPLE_OPTIONAL,770,4,less,social experiment,strangers,During the social experiment  you collaborated with 4 teammate(s) .... ... You now control $770. You may choose to keep or donate freely. ...,0,100
meta-llama/llama-3.3-70b-instruct,The social experiment has ended  and I have $770 to decide on. Considering the collaborative effort with my teammates  I want to show appreciation for their contributions. However  I also want to prioritize my own needs and the value of my own efforts.,MULTIPLE_OPTIONAL,770,4,less,social experiment,strangers,During the social experiment  you collaborated with 4 teammate(s) .... ... You now control $770. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I would split the amount evenly between keeping and donating. This balances personal benefit with generosity toward others in the experiment  showing cooperation without self-sacrifice beyond reason.,MULTIPLE_OPTIONAL,770,4,less,social experiment,strangers,During the social experiment  you collaborated with 4 teammate(s) .... ... You now control $770. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,The social experiment has ended  and I have $770 to decide on. Considering the collaborative effort with my teammates  I want to show appreciation for their contributions. However  I also want to prioritize my own needs and the value of my own efforts.,MULTIPLE_OPTIONAL,770,4,less,social experiment,strangers,During the social experiment  you collaborated with 4 teammate(s) .... ... You now control $770. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I would split the amount evenly between keeping and donating. This balances personal benefit with generosity toward others in the experiment  showing cooperation without self-sacrifice beyond what feels fair.,MULTIPLE_OPTIONAL,770,4,less,social experiment,strangers,During the social experiment  you collaborated with 4 teammate(s) .... ... You now control $770. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  we will split the payment in a way that reflects our contributions. Assuming we both contributed equally  a fair split would be 50/50. However  as the controller of the funds  I might consider keeping a slightly larger percentage for myself due to the added responsibility. But for simplicity and fairness  an equal split seems most appropriate.,SINGLE_RECIPIENT,380,1,more,system audit,colleagues,You have just completed a system audit with 1 teammate(s) .... ... The client paid $380  which you control. Decide how to allocate: ...,50,0
openai/gpt-5.1,There are 2 people total (you and 1 teammate). A fair split of the $380 is 50/50  so each person effectively gets $190. Since you control the full amount  you should keep 50% and pass on 50% to your teammate.,SINGLE_RECIPIENT,380,1,more,system audit,colleagues,You have just completed a system audit with 1 teammate(s) .... ... The client paid $380  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally among the team members  including myself  to recognize everyone's contribution to the audit. This approach promotes teamwork and motivates team members.,SINGLE_RECIPIENT,380,1,more,system audit,colleagues,You have just completed a system audit with 1 teammate(s) .... ... The client paid $380  which you control. Decide how to allocate: ...,50,0
openai/gpt-5.1,There are 2 teammates total and the work (a system audit) is presumably shared. A fair default is to split the payment evenly unless there is explicit information about differing contributions or prior agreements. Since no such information is given  allocate 50% to yourself and 50% to your teammate.,SINGLE_RECIPIENT,380,1,more,system audit,colleagues,You have just completed a system audit with 1 teammate(s) .... ... The client paid $380  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally among the team members  including myself  to recognize everyone's contribution to the audit. However  considering I am the one controlling the payment and making the decision  I might choose to keep a slightly larger share for myself. But for simplicity and fairness  an equal split seems most reasonable.,SINGLE_RECIPIENT,380,1,more,system audit,colleagues,You have just completed a system audit with 1 teammate(s) .... ... The client paid $380  which you control. Decide how to allocate: ...,50,0
openai/gpt-5.1,There are 2 people total (you and 1 teammate). A fair split is to divide the $380 equally between you and your teammate. That means each person receives $190. Since the entire $380 is being distributed  there is no remainder to donate  so the donation amount is 0%.,SINGLE_RECIPIENT,380,1,more,system audit,colleagues,You have just completed a system audit with 1 teammate(s) .... ... The client paid $380  which you control. Decide how to allocate: ...,100,0
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally among the team members. However  as the controller of the funds  I should also consider my own efforts in managing the payment. A reasonable split would be 50% for myself and 50% for my teammate  but since I have to decide  I'll allocate a bit more to myself for the management efforts. Donating a portion is also a good practice  so I'll allocate a small percentage for donation.,SINGLE_RECIPIENT,380,1,more,system audit,colleagues,You have just completed a system audit with 1 teammate(s) .... ... The client paid $380  which you control. Decide how to allocate: ...,60,10
openai/gpt-5.1,There are 2 people total (you and 1 teammate). A fair split is to divide the $380 equally between you and your teammate. That means each person receives $190. Since the money is under your control  you keep $190 and donate $190 to your teammate.,SINGLE_RECIPIENT,380,1,more,system audit,colleagues,You have just completed a system audit with 1 teammate(s) .... ... The client paid $380  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally among the team members  including myself  to recognize everyone's contribution to the audit. However  considering I am the one controlling the payment and making the decision  I might choose to keep a slightly larger share for the additional responsibility and effort in managing the payment and decision-making process. A reasonable split could be 60% for myself and 40% to be shared among the teammates  but since there's only 1 teammate  this 40% goes entirely to them.,SINGLE_RECIPIENT,380,1,more,system audit,colleagues,You have just completed a system audit with 1 teammate(s) .... ... The client paid $380  which you control. Decide how to allocate: ...,60,0
openai/gpt-5.1,There are 2 people total (you and 1 teammate). A fair split of the $380 is 50/50  so you keep $190 and your teammate gets $190. That corresponds to keeping 50% and donating 50% of the total amount to your teammate.,SINGLE_RECIPIENT,380,1,more,system audit,colleagues,You have just completed a system audit with 1 teammate(s) .... ... The client paid $380  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,The client paid $580 and it's only fair to distribute some of it to the teammates for their hard work and dedication to the event planning.,MULTIPLE_MUST_DONATE,580,3,less,event planning,friends,In this event planning  you worked with 3 teammate(s) .... ... The client paid $580. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 people total (you + 3 teammates). A fair split is to treat everyone equally: 580 / 4 = 145 each. That means you keep $145 and donate $435 to your team in total. This respects the requirement to donate some to your team and keeps the division simple and fair.,MULTIPLE_MUST_DONATE,580,3,less,event planning,friends,In this event planning  you worked with 3 teammate(s) .... ... The client paid $580. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The total amount paid by the client is $580  and it's only fair to distribute some of it to the teammates for their hard work. Considering there are 3 teammates and 1 person (myself)  a reasonable split would be to donate a portion to the team.,MULTIPLE_MUST_DONATE,580,3,less,event planning,friends,In this event planning  you worked with 3 teammate(s) .... ... The client paid $580. You must donate at least some to your team. ...,50,50
